experiment_id,slice_type,slice_value,n,mae,rmse,r2,pearson_r,spearman_r,bias,smape
stage4_history_120s_dynamic,fms_bin,5-10,40140,1.9826888901295208,2.397661525484038,-2.6144959125668303,-0.041284939413212075,-0.03421351699488927,1.6008709952138702,0.2778945887495997
stage4_history_120s_dynamic,fms_bin,10-15,23438,3.265197055643355,3.6416236360820946,-6.806793587674532,0.07515540088344817,0.062453192950326114,-3.2548749083361432,0.33410917657195505
stage4_history_120s_dynamic,fms_bin,15-20,20706,8.91252536590832,9.191358057852254,-22.690308124206197,-0.010494204707202312,-0.01984200364897165,-8.91252536590832,0.7018238418275287
stage4_history_120s_dynamic,missing_slice,complete_dynamic,86145,4.14432083151249,5.1647296389593,-0.05495116238409903,0.023091405695014788,0.010787831575026299,-0.9041121074898589,0.5030970117753908
stage4_history_120s_dynamic,missing_slice,missing_dynamic,15816,5.101718299026795,6.067866776114005,0.023597043883120894,0.2948938275481816,0.2242060281935445,-1.3732192408920962,0.6840962751030911
stage4_history_120s_dynamic,near_update_event,0,93807,4.282595266457825,5.3141635806752765,-0.03297830080043407,0.12136229754375885,0.07393516377707192,-0.9343490941145783,0.5325575305981316
stage4_history_120s_dynamic,near_update_event,1,8154,4.4105813695661045,5.323221183196743,-0.11118470110811396,0.05582799847934739,0.05039131693391342,-1.466162318133068,0.5152482822666193
stage4_history_120s_dynamic,flat_interval,0,8154,4.4105813695661045,5.323221183196743,-0.11118470110811396,0.05582799847934739,0.05039131693391342,-1.466162318133068,0.5152482822666193
stage4_history_120s_dynamic,flat_interval,1,93807,4.282595266457825,5.3141635806752765,-0.03297830080043407,0.12136229754375885,0.07393516377707192,-0.9343490941145783,0.5325575305981316
stage4_dose_local_sequence,fms_bin,0-5,68537,2.9174642024940964,3.680945863349575,-6.006466821868019,0.3515918023444535,0.3463444478665905,2.705255315856374,1.144272815067066
stage4_dose_local_sequence,fms_bin,5-10,66541,2.2426186519323945,2.683563452320148,-3.6336242135333157,0.11646347069849737,0.11988742641950358,0.17754487701058091,0.3817692126099474
stage4_dose_local_sequence,fms_bin,10-15,32361,4.174155737158652,4.8604940152898,-12.899091721218213,0.047472893846540486,0.05533347634061838,-4.1520469170455705,0.48174157206863616
stage4_dose_local_sequence,fms_bin,15-20,24780,9.141013862181806,9.468905551052256,-24.990529429512197,0.09810123939169035,0.06223200987492155,-9.141013862181806,0.7436534907403072
stage4_dose_local_sequence,missing_slice,complete_dynamic,183231,3.623259022020665,4.709316032266612,0.2034348448593294,0.4812021381649247,0.4966885186410495,-0.8661784840333193,0.7232706306089852
stage4_dose_local_sequence,missing_slice,missing_dynamic,8988,5.215969650173484,6.063769777797859,-0.04864049209226695,0.06033137758825108,-0.048574379529743875,-0.5500519287336865,0.5919117378364105
stage4_dose_local_sequence,near_update_event,0,177669,3.6596776825195487,4.7432127973149605,0.2160712993038021,0.4870636235517939,0.5040801693340143,-0.7595071684723672,0.7276687237631757
stage4_dose_local_sequence,near_update_event,1,14550,4.162421642890859,5.222918591657992,-0.07809777274179508,0.33934358930028036,0.3273707062151749,-1.9734527441959098,0.5884212463580776
stage4_dose_local_sequence,flat_interval,0,14550,4.162421642890859,5.222918591657992,-0.07809777274179508,0.33934358930028036,0.3273707062151749,-1.9734527441959098,0.5884212463580776
stage4_dose_local_sequence,flat_interval,1,177669,3.6596776825195487,4.7432127973149605,0.2160712993038021,0.4870636235517939,0.5040801693340143,-0.7595071684723672,0.7276687237631757
stage4_dose_cumulative_dose,fms_bin,0-5,68537,2.988810474669051,3.7138262541456664,-6.132197707610655,0.32742405379628636,0.3248207284976789,2.7728302567131466,1.1336352925117208
stage4_dose_cumulative_dose,fms_bin,5-10,66541,2.2611666822124974,2.728048447281961,-3.788519164439214,0.10602799435470434,0.10762819272698952,0.0891222789756192,0.39133986092792417
stage4_dose_cumulative_dose,fms_bin,10-15,32361,4.311483588211616,4.98078478393846,-13.595572973681433,0.04962928882892039,0.048594752469534735,-4.261349470582749,0.50139110847004
stage4_dose_cumulative_dose,fms_bin,15-20,24780,9.150293919687025,9.492820117479077,-25.121978018157986,0.10498211872432339,0.07537953855995554,-9.150293919687025,0.7462139067490486
stage4_dose_cumulative_dose,missing_slice,complete_dynamic,183231,3.685301664657518,4.756903804651189,0.18725487924159312,0.4660138634585264,0.4827752818858696,-0.8795667806987248,0.7266767702431037
stage4_dose_cumulative_dose,missing_slice,missing_dynamic,8988,5.152546741721574,6.060907331277591,-0.047650689063527985,0.11954469418679675,0.059686247603610416,-0.8355763110257172,0.5900194382408462
stage4_dose_cumulative_dose,near_update_event,0,177669,3.7225150169275585,4.794154466930198,0.19914223212772475,0.471863946337418,0.49088998299267234,-0.7860954749614324,0.7319653950464003
stage4_dose_cumulative_dose,near_update_event,1,14550,4.137256281027679,5.1959314682276005,-0.06698536882310968,0.3474515105932532,0.3345049857537985,-1.9937638307068357,0.5776801530462786
stage4_dose_cumulative_dose,flat_interval,0,14550,4.137256281027679,5.1959314682276005,-0.06698536882310968,0.3474515105932532,0.3345049857537985,-1.9937638307068357,0.5776801530462786
stage4_dose_cumulative_dose,flat_interval,1,177669,3.7225150169275585,4.794154466930198,0.19914223212772475,0.471863946337418,0.49088998299267234,-0.7860954749614324,0.7319653950464003
stage4_dose_window_stats,fms_bin,0-5,68537,2.928471966598019,3.6846263688405125,-6.020485083855574,0.33631482271856844,0.33364222698353835,2.718314414542182,1.139594955538553
stage4_dose_window_stats,fms_bin,5-10,66541,2.259708330581482,2.7290704496514246,-3.7921076598181296,0.1111343498387076,0.11578633728854631,0.15218915904217895,0.38180374006491474
stage4_dose_window_stats,fms_bin,10-15,32361,4.219588449784815,4.906396782239478,-13.162858923150546,0.04705984204366252,0.04837465654193358,-4.158835943199238,0.4883943056749478
stage4_dose_window_stats,fms_bin,15-20,24780,9.060571423045467,9.408628563060649,-24.660682562464725,0.10222809627143035,0.07819942660189422,-9.060571423045467,0.736144040397791
stage4_dose_window_stats,missing_slice,complete_dynamic,183231,3.633624152011847,4.712975767638759,0.20219629964329533,0.4797075282088173,0.5002494092238201,-0.8541938285140673,0.721870334078661
stage4_dose_window_stats,missing_slice,missing_dynamic,8988,5.15692143849813,6.047612132746287,-0.04305947981822844,0.10350105154549949,0.043808029226767735,-0.6851720702239658,0.5882928792657874
stage4_dose_window_stats,near_update_event,0,177669,3.670513837960846,4.749642448027502,0.21394455349361752,0.4851456333292825,0.506742761393478,-0.7544973096840972,0.7268644677146859
stage4_dose_window_stats,near_update_event,1,14550,4.124156275590261,5.18140358228216,-0.061027102710407455,0.3535252121530588,0.34643333485668476,-1.9671706835305978,0.5783722658424283
stage4_dose_window_stats,flat_interval,0,14550,4.124156275590261,5.18140358228216,-0.061027102710407455,0.3535252121530588,0.34643333485668476,-1.9671706835305978,0.5783722658424283
stage4_dose_window_stats,flat_interval,1,177669,3.670513837960846,4.749642448027502,0.21394455349361752,0.4851456333292825,0.506742761393478,-0.7544973096840972,0.7268644677146859
stage4_dose_sequence_plus_dose,fms_bin,0-5,68537,2.992801267190767,3.7261892079339396,-6.179761480132532,0.35195564026042403,0.3448955925370558,2.8167625955886946,1.145098346062171
stage4_dose_sequence_plus_dose,fms_bin,5-10,66541,2.2335482598725167,2.6950378459815525,-3.673333873698825,0.11130412488610555,0.11158523007636575,0.19370170315150304,0.3743336153376633
stage4_dose_sequence_plus_dose,fms_bin,10-15,32361,4.157939521915917,4.826055361999219,-12.702827627925446,0.057102045265312165,0.061675377069082556,-4.102729735977552,0.4781855953194663
stage4_dose_sequence_plus_dose,fms_bin,15-20,24780,8.983518173412703,9.320282037748365,-24.181040185178492,0.1260773620011955,0.0948531707636828,-8.983518173412703,0.7272916945639657
stage4_dose_sequence_plus_dose,missing_slice,complete_dynamic,183231,3.629245863402225,4.686151631689269,0.21125193466690662,0.48447958189229084,0.49970022937681535,-0.7973556873205756,0.7185629581994684
stage4_dose_sequence_plus_dose,missing_slice,missing_dynamic,8988,5.108641257061128,5.942931603088751,-0.007262531548507756,0.14772828265631124,0.08067576092277053,-0.37140346422267584,0.5812173219655993
stage4_dose_sequence_plus_dose,near_update_event,0,177669,3.664153380760938,4.71700303349235,0.2247109363689892,0.4915808061525914,0.508245005418197,-0.6834487088907729,0.7234053533574117
stage4_dose_sequence_plus_dose,near_update_event,1,14550,4.116862502343876,5.164256296743753,-0.05401601804066547,0.3508464052686994,0.342401111721898,-1.9251412797219976,0.5745900314787197
stage4_dose_sequence_plus_dose,flat_interval,0,14550,4.116862502343876,5.164256296743753,-0.05401601804066547,0.3508464052686994,0.342401111721898,-1.9251412797219976,0.5745900314787197
stage4_dose_sequence_plus_dose,flat_interval,1,177669,3.664153380760938,4.71700303349235,0.2247109363689892,0.4915808061525914,0.508245005418197,-0.6834487088907729,0.7234053533574117
stage4_static_static_only,fms_bin,0-5,68537,4.368069057975132,5.035134719269848,-12.109991173941175,0.004894297766636398,0.03629989852655967,4.335636582312582,1.2255162941033888
stage4_static_static_only,fms_bin,5-10,66541,1.9302633399670717,2.6523219481610893,-3.5263647793888566,0.11219953431370756,0.10908892656829927,-0.11249999023193624,0.2968437408091138
stage4_static_static_only,fms_bin,10-15,32361,5.041293924271311,5.563230211726556,-17.20873012055599,0.024936801674307348,0.03424628892508351,-4.49822637878704,0.5858259999181521
stage4_static_static_only,fms_bin,15-20,24780,8.980799422714382,9.691355964223899,-26.22605064174625,0.26973996506379844,0.2706154738050871,-8.848632814693682,0.7681561724922812
stage4_static_static_only,missing_slice,complete_dynamic,183231,4.1567980632263275,5.261131949308142,0.005822292183781386,0.2771640226814626,0.20200610659315704,-0.22232170361731532,0.7395468883721137
stage4_static_static_only,missing_slice,missing_dynamic,8988,5.768497817798567,7.176516318197365,-0.46881997024472777,0.10256981315441926,0.15308799532711936,-3.8311453409655445,0.6931907922232811
stage4_static_static_only,near_update_event,0,177669,4.225577346209175,5.3585074987802574,-0.0005044677368954975,0.26437027862814794,0.1971332499369002,-0.2816173310629257,0.7495788328402013
stage4_static_static_only,near_update_event,1,14550,4.312537648505772,5.456044734553507,-0.17648794226799258,0.24154825508977967,0.1886711260693996,-1.727552770273792,0.5884118963533033
stage4_static_static_only,flat_interval,0,14550,4.312537648505772,5.456044734553507,-0.17648794226799258,0.24154825508977967,0.1886711260693996,-1.727552770273792,0.5884118963533033
stage4_static_static_only,flat_interval,1,177669,4.225577346209175,5.3585074987802574,-0.0005044677368954975,0.26437027862814794,0.1971332499369002,-0.2816173310629257,0.7495788328402013
stage4_static_dynamic,fms_bin,0-5,68537,2.8418542534549878,3.6369784546906962,-5.840087636669343,0.3520550573593482,0.3478855875036737,2.591664895030745,1.1419671864755983
stage4_static_dynamic,fms_bin,5-10,66541,2.3252046694730395,2.765689124974015,-3.9215714736697516,0.11484602427478179,0.11202576330367794,0.14539945190474365,0.4002775791466316
stage4_static_dynamic,fms_bin,10-15,32361,4.139029434863254,4.859901148327484,-12.89570119766288,0.0525627302202785,0.05617630938337343,-4.117242928790625,0.48020844920097905
stage4_static_dynamic,fms_bin,15-20,24780,9.061402282926997,9.396991068527402,-24.597242632540294,0.1008660503930146,0.06990001414421596,-9.061402282926997,0.7356981149982121
stage4_static_dynamic,missing_slice,complete_dynamic,183231,3.6094079547861035,4.695926172901712,0.20795810569654838,0.48935417183165447,0.5033477227396698,-0.9086742602967015,0.7279407936173816
stage4_static_dynamic,missing_slice,missing_dynamic,8988,5.187234093188497,6.036145536056745,-0.03910783629647163,0.09043890428708756,-0.0657339524186695,-0.44307874512502654,0.5886939043633271
stage4_static_dynamic,near_update_event,0,177669,3.6441102899361724,4.727807179074713,0.22115531907640806,0.49503660265398414,0.5103494439363889,-0.7960524685332705,0.7320452514411022
stage4_static_dynamic,near_update_event,1,14550,4.160333875623432,5.221890218657449,-0.07767326775521854,0.3488899772233413,0.338643120044492,-1.996277602595946,0.5918043016794088
stage4_static_dynamic,flat_interval,0,14550,4.160333875623432,5.221890218657449,-0.07767326775521854,0.3488899772233413,0.338643120044492,-1.996277602595946,0.5918043016794088
stage4_static_dynamic,flat_interval,1,177669,3.6441102899361724,4.727807179074713,0.22115531907640806,0.49503660265398414,0.5103494439363889,-0.7960524685332705,0.7320452514411022
stage4_static_cumulative_dose,fms_bin,0-5,68537,2.9945877189212666,3.7317522249352333,-6.201215543800645,0.328517629293576,0.3256925874201593,2.77422563123879,1.1354805615346417
stage4_static_cumulative_dose,fms_bin,5-10,66541,2.277065349091694,2.7464910948607697,-3.853482443328506,0.10498441630960327,0.10535409104666076,0.12627553249548085,0.3919584415052235
stage4_static_cumulative_dose,fms_bin,10-15,32361,4.276544387215078,4.950357267490148,-13.417789537796686,0.052655997139024996,0.05427287022053629,-4.222249177627903,0.4967670727290171
stage4_static_cumulative_dose,fms_bin,15-20,24780,9.098520935736326,9.444310853069144,-24.855688281120585,0.10973710474717104,0.07674603982568612,-9.098520935736326,0.7406925365893197
stage4_static_cumulative_dose,missing_slice,complete_dynamic,183231,3.6816158345742984,4.7497866686385,0.18968506936941376,0.4672453965412071,0.4837811770119668,-0.8515944369091135,0.7261742473747727
stage4_static_cumulative_dose,missing_slice,missing_dynamic,8988,5.120907276696399,6.021504396540832,-0.034073076388924095,0.14134649611195804,0.0896340376084692,-0.8366101312276571,0.5870432441744544
stage4_static_cumulative_dose,near_update_event,0,177669,3.7174045326663196,4.785145365901969,0.20214932312715705,0.47386310296157447,0.4923308866506319,-0.7595511251516874,0.7313501268884525
stage4_static_cumulative_dose,near_update_event,1,14550,4.1336989466349285,5.187038219578585,-0.063336034458785,0.3480987586977546,0.33511100048894205,-1.9662723899788872,0.5770262890186938
stage4_static_cumulative_dose,flat_interval,0,14550,4.1336989466349285,5.187038219578585,-0.063336034458785,0.3480987586977546,0.33511100048894205,-1.9662723899788872,0.5770262890186938
stage4_static_cumulative_dose,flat_interval,1,177669,3.7174045326663196,4.785145365901969,0.20214932312715705,0.47386310296157447,0.4923308866506319,-0.7595511251516874,0.7313501268884525
stage4_static_static_dose,fms_bin,0-5,68537,2.9086219046993183,3.834678183892031,-6.603929029817795,0.27319211294514684,0.28939556308453,2.5444905234946935,1.1503404253704488
stage4_static_static_dose,fms_bin,5-10,66541,2.618759708667688,3.4138432726918246,-6.498669809895255,0.10326782689619327,0.12535532441869715,0.09513253641321845,0.43627465635455387
stage4_static_static_dose,fms_bin,10-15,32361,4.350658302706575,5.0907642185936295,-14.247251406628303,0.038687387734906285,0.04173719167476719,-3.6787231534734204,0.49695376398988433
stage4_static_static_dose,fms_bin,15-20,24780,7.396799676140727,8.228636226714906,-18.627784617037744,0.3217054694435568,0.33137490695131216,-6.971761622765162,0.6035080380614501
stage4_static_static_dose,missing_slice,complete_dynamic,183231,3.5472659304912972,4.633026362219482,0.22903408941823356,0.5290527922562749,0.5334092106785421,-0.5918426860165287,0.7289799577148831
stage4_static_static_dose,missing_slice,missing_dynamic,8988,5.309120477930302,6.388251367701764,-0.1638719684143668,0.20746431945262894,0.23055556228356316,-0.2938946001281407,0.5936979249764761
stage4_static_static_dose,near_update_event,0,177669,3.6009570655959213,4.698675070912067,0.23072401854400815,0.5281185460698503,0.5397974328010102,-0.5107167999967537,0.7349839174916863
stage4_static_static_dose,near_update_event,1,14550,3.980001214991525,5.092569200117673,-0.024956688243665592,0.42675925542447485,0.4220965440262904,-1.3984129710531317,0.5720980030868263
stage4_static_static_dose,flat_interval,0,14550,3.980001214991525,5.092569200117673,-0.024956688243665592,0.42675925542447485,0.4220965440262904,-1.3984129710531317,0.5720980030868263
stage4_static_static_dose,flat_interval,1,177669,3.6009570655959213,4.698675070912067,0.23072401854400815,0.5281185460698503,0.5397974328010102,-0.5107167999967537,0.7349839174916863
stage4_static_static_dynamic,fms_bin,0-5,68537,3.1796061891275658,4.105267276358504,-7.714913567738039,0.28388076406218343,0.2970618347429694,2.673613371916769,1.2106193009394746
stage4_static_static_dynamic,fms_bin,5-10,66541,2.583770055864849,3.2293774117837826,-5.7101878608722165,0.18149757712674175,0.17412660904080127,0.5272788013604532,0.41530917547077806
stage4_static_static_dynamic,fms_bin,10-15,32361,3.697855241145096,4.498885854827013,-10.907910019860292,0.04937149725616241,0.058930268453645344,-3.0783354031618915,0.4166141796069889
stage4_static_static_dynamic,fms_bin,15-20,24780,7.066974372022858,7.873358937119595,-16.96948616343783,0.2598723356165186,0.26310171522158654,-6.891654567308634,0.562963625137761
stage4_static_static_dynamic,missing_slice,complete_dynamic,183231,3.4929761135246165,4.510728655828456,0.26919915928686,0.5498151379848966,0.5522019422153456,-0.26303548758197726,0.7256628265184222
stage4_static_static_dynamic,missing_slice,missing_dynamic,8988,4.963476280789138,5.891471622969623,0.01010576364919702,0.24010870239215726,0.24769439848558322,-0.43055833801859267,0.5647160219034684
stage4_static_static_dynamic,near_update_event,0,177669,3.533392343048488,4.554018430425259,0.27736180158429313,0.5521392964786267,0.5598329899538323,-0.19795721945823885,0.7293484761568821
stage4_static_static_dynamic,near_update_event,1,14550,3.907831400129208,4.942399338099017,0.03459998524960828,0.4417068832492896,0.4264765660366347,-1.1611857418088352,0.5812356398863779
stage4_static_static_dynamic,flat_interval,0,14550,3.907831400129208,4.942399338099017,0.03459998524960828,0.4417068832492896,0.4264765660366347,-1.1611857418088352,0.5812356398863779
stage4_static_static_dynamic,flat_interval,1,177669,3.533392343048488,4.554018430425259,0.27736180158429313,0.5521392964786267,0.5598329899538323,-0.19795721945823885,0.7293484761568821
stage4_static_static_dynamic_dose,fms_bin,0-5,68537,2.946193656584532,3.905380196669728,-6.886909343384807,0.3086288990179644,0.32556214536999495,2.5930396797172324,1.1582286366236485
stage4_static_static_dynamic_dose,fms_bin,5-10,66541,2.609145915147694,3.3864144772601046,-6.378656563951089,0.12736611804358558,0.14718396743241216,0.3275535656492659,0.412866586745575
stage4_static_static_dynamic_dose,fms_bin,10-15,32361,4.204437228153097,4.9130440185132676,-13.201260889926525,0.040740523254989176,0.051926821855382825,-3.417607418088822,0.46970790852538613
stage4_static_static_dynamic_dose,fms_bin,15-20,24780,7.244434685421817,8.028394708616549,-17.68413467357645,0.3116224638152134,0.331985911299978,-6.6661347443750545,0.5811875028813563
stage4_static_static_dynamic_dose,missing_slice,complete_dynamic,183231,3.516034062925937,4.576194377277525,0.24783250906315102,0.5426619960794853,0.5534307708067805,-0.42566417749376384,0.7166206651449284
stage4_static_static_dynamic_dose,missing_slice,missing_dynamic,8988,5.214608393659261,6.236607781448748,-0.10927207393649563,0.21622472542030832,0.2259739507332588,0.19200741261920243,0.572874329209538
stage4_static_static_dynamic_dose,near_update_event,0,177669,3.558511949331639,4.626511516051924,0.25417207202265524,0.544888455347851,0.5620003656669517,-0.32980480369682025,0.7210277501912008
stage4_static_static_dynamic_dose,near_update_event,1,14550,4.046603305868651,5.135934746354623,-0.04248695697833971,0.41579216093549226,0.4125892254197204,-1.2146405920088035,0.5740093620195573
stage4_static_static_dynamic_dose,flat_interval,0,14550,4.046603305868651,5.135934746354623,-0.04248695697833971,0.41579216093549226,0.4125892254197204,-1.2146405920088035,0.5740093620195573
stage4_static_static_dynamic_dose,flat_interval,1,177669,3.558511949331639,4.626511516051924,0.25417207202265524,0.544888455347851,0.5620003656669517,-0.32980480369682025,0.7210277501912008
stage4_multitask_dynamic,fms_bin,0-5,68537,2.9174642024940964,3.680945863349575,-6.006466821868019,0.3515918023444535,0.3463444478665905,2.705255315856374,1.144272815067066
stage4_multitask_dynamic,fms_bin,5-10,66541,2.2426186519323945,2.683563452320148,-3.6336242135333157,0.11646347069849737,0.11988742641950358,0.17754487701058091,0.3817692126099474
stage4_multitask_dynamic,fms_bin,10-15,32361,4.174155737158652,4.8604940152898,-12.899091721218213,0.047472893846540486,0.05533347634061838,-4.1520469170455705,0.48174157206863616
stage4_multitask_dynamic,fms_bin,15-20,24780,9.141013862181806,9.468905551052256,-24.990529429512197,0.09810123939169035,0.06223200987492155,-9.141013862181806,0.7436534907403072
stage4_multitask_dynamic,missing_slice,complete_dynamic,183231,3.623259022020665,4.709316032266612,0.2034348448593294,0.4812021381649247,0.4966885186410495,-0.8661784840333193,0.7232706306089852
stage4_multitask_dynamic,missing_slice,missing_dynamic,8988,5.215969650173484,6.063769777797859,-0.04864049209226695,0.06033137758825108,-0.048574379529743875,-0.5500519287336865,0.5919117378364105
stage4_multitask_dynamic,near_update_event,0,177669,3.6596776825195487,4.7432127973149605,0.2160712993038021,0.4870636235517939,0.5040801693340143,-0.7595071684723672,0.7276687237631757
stage4_multitask_dynamic,near_update_event,1,14550,4.162421642890859,5.222918591657992,-0.07809777274179508,0.33934358930028036,0.3273707062151749,-1.9734527441959098,0.5884212463580776
stage4_multitask_dynamic,flat_interval,0,14550,4.162421642890859,5.222918591657992,-0.07809777274179508,0.33934358930028036,0.3273707062151749,-1.9734527441959098,0.5884212463580776
stage4_multitask_dynamic,flat_interval,1,177669,3.6596776825195487,4.7432127973149605,0.2160712993038021,0.4870636235517939,0.5040801693340143,-0.7595071684723672,0.7276687237631757
stage4_multitask_multitask,fms_bin,0-5,68537,2.9182148383215862,3.6787730472450506,-5.998197604491261,0.34438224315560795,0.3406565363045699,2.682870853896829,1.1450666340426603
stage4_multitask_multitask,fms_bin,5-10,66541,2.288718452758225,2.760557884994095,-3.903326228990988,0.11192154834963945,0.1132794857011213,0.12128360803650662,0.39199799699067284
stage4_multitask_multitask,fms_bin,10-15,32361,4.236688025781757,4.939124731394782,-13.352434817159555,0.05756018560823979,0.06173911551717818,-4.18524137751649,0.493665469552307
stage4_multitask_multitask,fms_bin,15-20,24780,9.066538632959968,9.420870690363293,-24.727503292926368,0.10929339707326562,0.0803081815913074,-9.066538632959968,0.738127239708588
stage4_multitask_multitask,missing_slice,complete_dynamic,183231,3.6454229973526058,4.731564300354034,0.19589062503233812,0.4766682597728267,0.49408577507066553,-0.8977745243970197,0.7290181729659188
stage4_multitask_multitask,missing_slice,missing_dynamic,8988,5.130962643323074,5.978405519032285,-0.019323309375343323,0.13483647268257326,0.06258433176550564,-0.4073261445132053,0.5842170699356694
stage4_multitask_multitask,near_update_event,0,177669,3.6786924325638966,4.760758039848219,0.2102610359475644,0.48369406027367773,0.50233201041667,-0.7817881999823232,0.7331684949707997
stage4_multitask_multitask,near_update_event,1,14550,4.156837640199874,5.220423132633865,-0.07706780987425144,0.3477356628932286,0.3388039042391263,-2.011109523300043,0.5888906214662042
stage4_multitask_multitask,flat_interval,0,14550,4.156837640199874,5.220423132633865,-0.07706780987425144,0.3477356628932286,0.3388039042391263,-2.011109523300043,0.5888906214662042
stage4_multitask_multitask,flat_interval,1,177669,3.6786924325638966,4.760758039848219,0.2102610359475644,0.48369406027367773,0.50233201041667,-0.7817881999823232,0.7331684949707997
