experiment_id,fold,n,mae,rmse,r2,pearson_r,spearman_r,bias,smape
stage4_static_static_dynamic_dose,1,38503,4.080949957593566,5.053157242715808,0.16452287702590485,0.6099471786208566,0.5665077792416436,1.7942435516363928,0.7044208109114063
stage4_static_static_dynamic_dose,2,38361,3.254630007310462,4.235454553882319,0.2569445722131719,0.5359603669020602,0.5922220929587135,0.10081676061257329,0.7153086962476166
stage4_static_static_dynamic_dose,3,38503,3.1007096513638865,4.046629686508375,0.2900471606323042,0.5547829284300831,0.5912289496134518,-0.0942540971355553,0.6975734431401165
stage4_static_static_dynamic_dose,4,38398,3.832050594391907,4.989515403650601,0.20743450836248145,0.5646090251448392,0.5659175871499447,-1.8251500541262886,0.7486501200647019
stage4_multitask_dynamic,0,38454,3.9722973444305953,5.282832936265342,0.10875531278915807,0.4876350112167411,0.4993354418473128,-2.0094032127852124,0.6927396669999722
stage4_multitask_dynamic,1,38503,3.8303305144698157,4.957890684193386,0.19572821958175868,0.4762074848916745,0.4886237920488124,-0.9530289193469559,0.7115109954854235
stage4_multitask_dynamic,2,38361,3.3501246108948752,4.25013337629372,0.25178523026221866,0.5136684714823865,0.5362786136927911,0.33263991943928034,0.722197676693832
stage4_multitask_dynamic,3,38503,3.272242395349658,4.002063394921,0.305598737749492,0.558147916073572,0.5794867630090023,0.3603436285003149,0.7088226895896096
stage4_multitask_dynamic,4,38398,4.063734883368302,5.266177774080369,0.11710419083574342,0.49354609175885406,0.4952114999027367,-1.9877406009445013,0.7504494898139413
stage4_multitask_multitask,0,38454,4.040008204199349,5.343319948872155,0.08822945119619718,0.4746628125603834,0.49277685172124885,-2.0610447336014825,0.7117893041109912
stage4_multitask_multitask,1,38503,3.8671573495849696,5.004644790673544,0.1804877418896801,0.4687619916852887,0.488098870511401,-1.0687051237332301,0.7145481820424386
stage4_multitask_multitask,2,38361,3.445432863857049,4.303990235246539,0.23270262348426007,0.5083010995812702,0.5358919452780234,0.660454305513028,0.7194323319802955
stage4_multitask_multitask,3,38503,3.182006963526395,3.930566233436143,0.33018817285891056,0.5750485930214368,0.5904709522930301,0.10418917594028938,0.7059935688831188
