model,fold,slice_type,slice_value,window_count,mae,rmse,bias
standard_huber_lstm,0,fms_bin,0-5,11791,2.426604287630147,3.161115055825271,2.096760967583508
standard_huber_lstm,0,fms_bin,5-10,13072,2.2695567557283858,2.737800311558685,-0.2943945605612179
standard_huber_lstm,0,fms_bin,10-15,7645,4.522466481729923,5.193968016496115,-4.5054630277747805
standard_huber_lstm,0,fms_bin,15-20,5946,9.999654473257594,10.32444435314175,-9.999654473257594
standard_huber_lstm,0,missing_slice,complete_dynamic,36577,3.906390318667957,5.2002561618401995,-1.959122552005215
standard_huber_lstm,0,missing_slice,missing_dynamic,1877,5.02285569058369,5.961872181417952,-0.7292498068791726
standard_huber_lstm,0,missing_block_class,no_missing,36577,3.906390318667957,5.2002561618401995,-1.959122552005215
standard_huber_lstm,0,missing_block_class,short_contiguous_missing,861,4.672553197570517,5.655716543685416,-0.9141018398962785
standard_huber_lstm,0,missing_block_class,long_contiguous_missing,1016,5.319716366257254,6.209516054208539,-0.5725986253558182
standard_huber_lstm,1,fms_bin,0-5,13179,2.9537080912296414,3.7764428622732384,2.77663253551324
standard_huber_lstm,1,fms_bin,5-10,13820,2.3773331817794814,2.8793547849000145,0.35870190380753036
standard_huber_lstm,1,fms_bin,10-15,5788,4.1537335930545325,4.932426231829952,-4.096519231785967
standard_huber_lstm,1,fms_bin,15-20,5716,8.942703333703516,9.22334099984515,-8.942703333703516
standard_huber_lstm,1,missing_slice,complete_dynamic,36568,3.750193509600651,4.866392459204785,-1.002962815169236
standard_huber_lstm,1,missing_slice,missing_dynamic,1935,5.06609278526109,5.7335385812445825,1.7569504662693625
standard_huber_lstm,1,missing_block_class,no_missing,36568,3.750193509600651,4.866392459204785,-1.002962815169236
standard_huber_lstm,1,missing_block_class,short_contiguous_missing,828,4.65399365177477,5.368005969348459,0.8994996026518264
standard_huber_lstm,1,missing_block_class,long_contiguous_missing,1107,5.37432953551102,5.992386767765947,2.3982958276743487
standard_huber_lstm,2,fms_bin,0-5,16880,3.0890467055194892,3.9105316654330697,2.8781812476868174
standard_huber_lstm,2,fms_bin,5-10,12919,2.3385347400862084,2.727527812763119,0.6530817497975225
standard_huber_lstm,2,fms_bin,10-15,5197,3.5179809674130325,4.246743953788745,-3.482033514187431
standard_huber_lstm,2,fms_bin,15-20,3365,8.225204304493909,8.532929895581935,-8.225204304493909
standard_huber_lstm,2,missing_slice,complete_dynamic,36448,3.2876831098149766,4.189820234251192,0.23130164706476092
standard_huber_lstm,2,missing_slice,missing_dynamic,1913,4.435924873013056,5.270958447138389,1.4722631973430118
standard_huber_lstm,2,missing_block_class,no_missing,36448,3.2876831098149766,4.189820234251192,0.23130164706476092
standard_huber_lstm,2,missing_block_class,short_contiguous_missing,887,4.056750037355648,4.85532557128922,0.909693736771989
