variant,window_mae_mean,window_mae_std,window_rmse_mean,window_rmse_std,window_bias_mean,window_bias_std,session_macro_mae_mean,session_macro_mae_std,raw_pa_id_group_macro_mae_mean,raw_pa_id_group_macro_mae_std,folds,window_count_mean,parameter_count
cumulative_dose,3.7539671138979926,0.39281044820292016,4.794848951925593,0.6100995881369908,-0.8773374315320757,1.180388021562311,3.7598000789447648,0.3951287029604736,4.333312439057949,0.46323238111422393,5,38443.8,929
local_sequence,3.6977459497026492,0.36359280269582456,4.751819633150763,0.5922052474410169,-0.8514378370274148,1.1739722083914612,3.710490410727786,0.3716533994546647,4.288452859211188,0.4918451633068557,5,38443.8,5921
sequence_plus_dose,3.6984906953044594,0.37608934600626115,4.723482008116225,0.585294041167534,-0.7772770763523505,1.1206801203832617,3.7041583887517064,0.3773734202963973,4.251114026070665,0.40042885705513825,5,38443.8,6849
window_stats,3.7048978577399394,0.37032534063173606,4.754142837154399,0.5938697365337666,-0.8461115233774252,1.1500931749722425,3.716205760501771,0.37737322156206454,4.2736092878977985,0.43637049150712404,5,38443.8,1729
