variant,window_mae_mean,window_mae_std,window_rmse_mean,window_rmse_std,window_bias_mean,window_bias_std,session_macro_mae_mean,session_macro_mae_std,raw_pa_id_group_macro_mae_mean,raw_pa_id_group_macro_mae_std,folds,window_count_mean,parameter_count
dynamic,3.6977459497026492,0.36359280269582456,4.751819633150763,0.5922052474410169,-0.8514378370274148,1.1739722083914612,3.710490410727786,0.3716533994546647,4.288452859211188,0.4918451633068557,5,38443.8,5921
multitask,3.7149469856229693,0.38446047192548627,4.765160937389551,0.6183543198385797,-0.8746291045250849,1.2292713463571223,3.722091566675952,0.38767709975697506,4.3064976145367435,0.4458968374396508,5,38443.8,6996
