duration_seconds,fold,model,metric_slice,window_count,window_mae,window_rmse,window_r2,session_macro_mae,session_macro_rmse,raw_pa_id_group_macro_mae,raw_pa_id_group_macro_rmse,train_time_seconds,inference_latency_ms_per_window,parameter_count
30.0,4,causal_tcn_linear,fms_bin_0-5,10781,4.390468282624695,4.997793556188608,-12.607309245964544,,,,,,,
30.0,4,causal_tcn_linear,fms_bin_10-15,6291,3.4354843663211785,4.097106224753157,-10.13438177767408,,,,,,,
30.0,4,causal_tcn_linear,fms_bin_15-20,5423,8.653784608477244,9.058461696678187,-17.93582293934629,,,,,,,
30.0,4,causal_tcn_linear,fms_bin_5-10,12716,2.3969571237360285,2.866524259840587,-3.9338610448135407,,,,,,,
30.0,4,causal_tcn_linear,complete_dynamic,32643,4.098855147872496,5.088010374646599,0.14386004405109587,,,,,,,
30.0,4,causal_tcn_linear,missing_dynamic,2568,4.889611693418947,5.55725231734446,0.044561469626854255,,,,,,,
60.0,0,mean_fms,,30347,4.424495827455708,5.461696451065043,-0.06953143219060665,4.402823982139694,4.952513009041175,5.203277606007462,5.908933970480952,0.001987859606742859,4.392668070123628e-05,1
60.0,0,mean_fms,fms_bin_0-5,5867,5.545149040852329,5.6912984774574396,-18.72407076210589,,,,,,,
60.0,0,mean_fms,fms_bin_10-15,7137,3.832442138371743,4.06165582081139,-8.117235828324642,,,,,,,
60.0,0,mean_fms,fms_bin_15-20,6317,9.307108236505139,9.469950867838833,-28.329169596143036,,,,,,,
60.0,0,mean_fms,fms_bin_5-10,11026,1.4140797371264293,1.6759471538931605,-0.6059669439589341,,,,,,,
60.0,0,mean_fms,complete_dynamic,27651,4.278969911423648,5.274789314664208,-0.049356258554307475,,,,,,,
60.0,0,mean_fms,missing_dynamic,2696,5.917054100527945,7.1001212213155105,-0.4457510315179316,,,,,,,
60.0,0,ridge_window_stats,,30347,3.895807986367583,4.899247201940161,0.139408325602129,3.896081294995945,4.341627458396065,4.578140118127316,5.235595105891086,16.76795555651188,0.0023282142464370673,37
60.0,0,ridge_window_stats,fms_bin_0-5,5867,3.641889035730835,4.207999217142063,-9.782640541888448,,,,,,,
60.0,0,ridge_window_stats,fms_bin_10-15,7137,3.3274203084159137,3.854515970149454,-7.211011286150876,,,,,,,
60.0,0,ridge_window_stats,fms_bin_15-20,6317,8.251210614467325,8.530125726906906,-22.796614762928108,,,,,,,
60.0,0,ridge_window_stats,fms_bin_5-10,11026,1.903539433784826,2.3100516147418864,-2.0511202802627784,,,,,,,
60.0,0,ridge_window_stats,complete_dynamic,27651,3.780817597436128,4.7656383276651075,0.14344573593483134,,,,,,,
60.0,0,ridge_window_stats,missing_dynamic,2696,5.075184560679258,6.1030106572332965,-0.06819426115552218,,,,,,,
60.0,0,causal_tcn_linear,,30347,3.8929909090984203,4.8966920789983375,0.1403057467916674,3.892740227539931,4.340004684698568,4.576366646259321,5.233445873286307,103.80256605893373,0.005138104710739347,97
60.0,0,causal_tcn_linear,fms_bin_0-5,5867,3.6249843028425524,4.187681839311146,-9.678768799767205,,,,,,,
60.0,0,causal_tcn_linear,fms_bin_10-15,7137,3.3212199621444443,3.8575128599237463,-7.223784387690058,,,,,,,
60.0,0,causal_tcn_linear,fms_bin_15-20,6317,8.24697757204902,8.525231387938224,-22.76931498107205,,,,,,,
60.0,0,causal_tcn_linear,fms_bin_5-10,11026,1.9112196645359587,2.3218695579212616,-2.0824184555589693,,,,,,,
60.0,0,causal_tcn_linear,complete_dynamic,27651,3.7767186594080604,4.761920680731385,0.14478160074941393,,,,,,,
60.0,0,causal_tcn_linear,missing_dynamic,2696,5.085514639138768,6.109686984750793,-0.07053262034244723,,,,,,,
60.0,1,mean_fms,,30605,4.878333027133837,6.001269728912953,-0.03775085092936381,4.926488522992592,5.513031354442755,4.97396491129542,5.684303149910701,0.0018039047718048096,4.283456976868284e-05,1
60.0,1,mean_fms,fms_bin_0-5,7490,5.769976520342539,5.932432818855994,-17.51202032877069,,,,,,,
60.0,1,mean_fms,fms_bin_10-15,5436,3.6393469239161735,3.870715794254626,-7.622517394150366,,,,,,,
60.0,1,mean_fms,fms_bin_15-20,7219,9.864651596271674,10.032937264525183,-29.061358906254725,,,,,,,
60.0,1,mean_fms,fms_bin_5-10,10460,1.4424329260207958,1.708634357218654,-1.0358103317266179,,,,,,,
60.0,1,mean_fms,complete_dynamic,26951,4.759526646641517,5.9020714394642475,-0.034299056870362055,,,,,,,
60.0,1,mean_fms,missing_dynamic,3654,5.754619496935063,6.687634952417819,-0.06562949530658169,,,,,,,
60.0,1,ridge_window_stats,,30605,4.676171705230826,5.726524752443158,0.055092950037915145,4.70421399783667,5.166152924349963,4.859401480483858,5.555583614216333,16.603290356695652,0.0022897972446741413,37
60.0,1,ridge_window_stats,fms_bin_0-5,7490,4.533542900668561,5.1354532744825585,-12.872212252018178,,,,,,,
60.0,1,ridge_window_stats,fms_bin_10-15,5436,3.6221953533889923,4.34200088451859,-9.850039646904476,,,,,,,
60.0,1,ridge_window_stats,fms_bin_15-20,7219,9.010427987479948,9.293286782292006,-24.792360721288823,,,,,,,
60.0,1,ridge_window_stats,fms_bin_5-10,10460,2.3347481003771255,2.768032008375703,-4.342951843813183,,,,,,,
60.0,1,ridge_window_stats,complete_dynamic,26951,4.545991909567733,5.650049809338492,0.05214532230161428,,,,,,,
60.0,1,ridge_window_stats,missing_dynamic,3654,5.636345671546387,6.261801605805341,0.06575728034790385,,,,,,,
60.0,1,causal_tcn_linear,,30605,4.680467769307886,5.728556284805045,0.054422403822659504,4.709288555479587,5.1680723333508665,4.861952057456959,5.550998952606202,104.04481860250235,0.0052383816177949,97
60.0,1,causal_tcn_linear,fms_bin_0-5,7490,4.519695767561708,5.126879225398377,-12.82592938987021,,,,,,,
60.0,1,causal_tcn_linear,fms_bin_10-15,5436,3.6341860723905324,4.356510423463142,-9.922675334963275,,,,,,,
60.0,1,causal_tcn_linear,fms_bin_15-20,7219,9.010089987305628,9.292154932951439,-24.786078489950274,,,,,,,
60.0,1,causal_tcn_linear,fms_bin_5-10,10460,2.3512351503588755,2.7824492479106775,-4.398754105158254,,,,,,,
60.0,1,causal_tcn_linear,complete_dynamic,26951,4.551116482861402,5.6536671467762,0.050931241750012624,,,,,,,
60.0,1,causal_tcn_linear,missing_dynamic,3654,5.6345308566145915,6.253277922628495,0.06829896711206185,,,,,,,
60.0,2,mean_fms,,30516,4.153297827361375,4.930975562644137,-0.01490012225035775,4.131115571360936,4.659569814256928,4.49743208952852,5.184434806634492,0.0018116012215614319,3.785620566698245e-05,1
60.0,2,mean_fms,fms_bin_0-5,8696,5.959645547261361,6.1011706315263625,-20.808019241779032,,,,,,,
60.0,2,mean_fms,fms_bin_10-15,6481,3.460425445763183,3.6919877875103677,-7.2300027565013565,,,,,,,
60.0,2,mean_fms,fms_bin_15-20,3625,8.599754731899612,8.76231772356938,-26.202871256614888,,,,,,,
60.0,2,mean_fms,fms_bin_5-10,11714,1.819688458566759,2.099160857344271,-1.9594718870896943,,,,,,,
60.0,2,mean_fms,complete_dynamic,26086,4.031363520920497,4.730846208039172,-0.03734777745614837,,,,,,,
60.0,2,mean_fms,missing_dynamic,4430,4.871306476981412,5.974996480855717,-0.039884150984838884,,,,,,,
60.0,2,ridge_window_stats,,30516,3.806173721130505,4.545329263123799,0.13764059885742563,3.782861544329833,4.245022898350303,4.221216747399196,4.912978117560224,16.53366929292679,0.002283603197110404,37
60.0,2,ridge_window_stats,fms_bin_0-5,8696,4.824087768601116,5.353015747651645,-15.787534628753377,,,,,,,
60.0,2,ridge_window_stats,fms_bin_10-15,6481,2.8053926143918138,3.4006575068166245,-5.9824085838360865,,,,,,,
60.0,2,ridge_window_stats,fms_bin_15-20,3625,7.251608300644808,7.510059474675246,-18.983129615803435,,,,,,,
60.0,2,ridge_window_stats,fms_bin_5-10,11714,2.5379973036155774,2.949061400603315,-4.841043080169233,,,,,,,
60.0,2,ridge_window_stats,complete_dynamic,26086,3.659423872295274,4.339840523413641,0.12704016522698025,,,,,,,
60.0,2,ridge_window_stats,missing_dynamic,4430,4.670308384046131,5.604572466337747,0.08505575607872229,,,,,,,
60.0,2,causal_tcn_linear,,30516,3.8011388034425084,4.543345723493695,0.13839308595797528,3.7777577406712517,4.242330929563253,4.217627623261095,4.911438876044053,102.85289034247398,0.00514114330020859,97
60.0,2,causal_tcn_linear,fms_bin_0-5,8696,4.824501205551321,5.358498263305781,-15.821939554121336,,,,,,,
60.0,2,causal_tcn_linear,fms_bin_10-15,6481,2.804379669092923,3.4031788745131184,-5.9927664313863,,,,,,,
60.0,2,causal_tcn_linear,fms_bin_15-20,3625,7.228979374051741,7.493336485489592,-18.894234022545117,,,,,,,
60.0,2,causal_tcn_linear,fms_bin_5-10,11714,2.532137133007431,2.9452598903586478,-4.825993903180319,,,,,,,
60.0,2,causal_tcn_linear,complete_dynamic,26086,3.6527366059405386,4.336498737422001,0.12838404952664872,,,,,,,
60.0,2,causal_tcn_linear,missing_dynamic,4430,4.675003300967546,5.608723757650144,0.08369986077284963,,,,,,,
60.0,3,mean_fms,,30505,3.905859735497719,4.62446201052724,-0.1783750125732575,3.8970527552514107,4.4212538295105075,4.089971882204312,4.669029870173635,0.0018009468913078308,3.957637039057018e-05,1
60.0,3,mean_fms,fms_bin_0-5,9576,6.284320094002753,6.423034725393555,-22.40470174866904,,,,,,,
60.0,3,mean_fms,fms_bin_10-15,4906,3.0604617205702844,3.304387608399877,-6.032924383808903,,,,,,,
60.0,3,mean_fms,fms_bin_15-20,2154,7.76483599026679,7.849016562044669,-45.87146693672039,,,,,,,
60.0,3,mean_fms,fms_bin_5-10,13869,1.9633369447694209,2.263193421602172,-2.4474611453988415,,,,,,,
60.0,3,mean_fms,complete_dynamic,26908,3.849504606648412,4.55444244082325,-0.2813722657905464,,,,,,,
60.0,3,mean_fms,missing_dynamic,3597,4.327434327398709,5.117958855967345,-0.01943702144871584,,,,,,,
60.0,3,ridge_window_stats,,30505,3.5996701666452537,4.245990316156146,0.006611584393699466,3.5901770281624255,4.021583302202904,3.765818301318577,4.338510950560963,17.345456428825855,0.002288762183877957,37
60.0,3,ridge_window_stats,fms_bin_0-5,9576,5.035825998596254,5.5065904403707275,-16.202363648869046,,,,,,,
60.0,3,ridge_window_stats,fms_bin_10-15,4906,2.2189936843992997,2.8184787858909064,-4.116624180530639,,,,,,,
60.0,3,ridge_window_stats,fms_bin_15-20,2154,6.266612784360464,6.430180278376884,-30.45751070674569,,,,,,,
60.0,3,ridge_window_stats,fms_bin_5-10,13869,2.682255513575626,3.079854401666605,-5.384345886993276,,,,,,,
60.0,3,ridge_window_stats,complete_dynamic,26908,3.554393748924742,4.1804955991316755,-0.07959390829846003,,,,,,,
60.0,3,ridge_window_stats,missing_dynamic,3597,3.93836848413867,4.707116703316273,0.13766353230099737,,,,,,,
60.0,3,causal_tcn_linear,,30505,3.5982329403147335,4.244991247624223,0.007079011905470334,3.5889969626913776,4.0231999493548205,3.7690769670239583,4.3396913654955265,104.19172852486372,0.005240347605809836,97
60.0,3,causal_tcn_linear,fms_bin_0-5,9576,5.029564242273459,5.499729529967657,-16.159523945663455,,,,,,,
60.0,3,causal_tcn_linear,fms_bin_10-15,4906,2.2209425945159524,2.8162598926741302,-4.108571060719059,,,,,,,
60.0,3,causal_tcn_linear,fms_bin_15-20,2154,6.252152073620861,6.421636008103272,-30.373966268867584,,,,,,,
60.0,3,causal_tcn_linear,fms_bin_5-10,13869,2.684974311415123,3.088763644102103,-5.421335917797549,,,,,,,
60.0,3,causal_tcn_linear,complete_dynamic,26908,3.552339439467671,4.178875324469659,-0.07875721340005182,,,,,,,
60.0,3,causal_tcn_linear,missing_dynamic,3597,3.941547458188714,4.710236440405841,0.13652009153043698,,,,,,,
60.0,4,mean_fms,,30352,4.616367163088354,5.589327987892063,-0.0006122114576159188,4.610595991269944,5.175306379045001,5.064747757039836,5.780861465558356,0.0018548443913459778,3.86516051538756e-05,1
60.0,4,mean_fms,fms_bin_0-5,8955,6.13439952933103,6.287304561444988,-19.812585701649255,,,,,,,
60.0,4,mean_fms,fms_bin_10-15,5846,3.4176558591781028,3.639654274681246,-7.455342175966175,,,,,,,
60.0,4,mean_fms,fms_bin_15-20,4915,9.584719860996806,9.819180334569417,-20.19296897226204,,,,,,,
60.0,4,mean_fms,fms_bin_5-10,10636,1.701195381660796,2.0081819152842657,-1.4157856745719335,,,,,,,
60.0,4,mean_fms,complete_dynamic,27270,4.544635748722646,5.508011446618728,-0.0012807652272324166,,,,,,,
60.0,4,mean_fms,missing_dynamic,3082,5.251057516675655,6.262997219493664,-0.0037238969961654877,,,,,,,
60.0,4,ridge_window_stats,,30352,4.2260261005559165,5.19040147315067,0.137123758733956,4.215086668059854,4.70049721071411,4.921910796515182,5.535093801509249,16.85183209180832,0.0023062256963616245,37
60.0,4,ridge_window_stats,fms_bin_0-5,8955,5.212093445083957,5.732761792846442,-16.30313655371534,,,,,,,
60.0,4,ridge_window_stats,fms_bin_10-15,5846,2.867658171602573,3.4488212228199955,-6.591931606968384,,,,,,,
60.0,4,ridge_window_stats,fms_bin_15-20,4915,8.388645739450622,8.750955624687457,-15.832642243583987,,,,,,,
60.0,4,ridge_window_stats,fms_bin_5-10,10636,2.2188345169948653,2.698799770884194,-3.3630845335831596,,,,,,,
60.0,4,ridge_window_stats,complete_dynamic,27270,4.086484733429764,5.069552657394089,0.15178591084972115,,,,,,,
60.0,4,ridge_window_stats,missing_dynamic,3082,5.460709125062797,6.157200547072218,0.029900178003338662,,,,,,,
60.0,4,causal_tcn_linear,,30352,4.2222007827866355,5.182658063582541,0.13969643837404033,4.211130404243865,4.692305981205372,4.919779602852074,5.528861348462129,103.13511987030506,0.005169890665841467,97
60.0,4,causal_tcn_linear,fms_bin_0-5,8955,5.201754937192607,5.723484752686301,-16.247180274265016,,,,,,,
60.0,4,causal_tcn_linear,fms_bin_10-15,5846,2.8679247730549147,3.450859238796048,-6.600906876191655,,,,,,,
60.0,4,causal_tcn_linear,fms_bin_15-20,4915,8.365435671476426,8.729145475586861,-15.748842265569415,,,,,,,
60.0,4,causal_tcn_linear,fms_bin_5-10,10636,2.227201781496275,2.7041140429722295,-3.3802843623894674,,,,,,,
60.0,4,causal_tcn_linear,complete_dynamic,27270,4.081903317374061,5.060986430934118,0.15465001174544235,,,,,,,
60.0,4,causal_tcn_linear,missing_dynamic,3082,5.463573878763612,6.155317532874406,0.03049344515415575,,,,,,,
